BSHspecies	ratio	min	max	phase	comparison	search_method
Clostridium sp. CAG:75-R5SJZ7	-1.06067935434	-2.82341	0.667107	dark	FAvFT	targetted
Mordavella massiliensis-A0A939BD13	-1.058478028618	-3.69849	1.67326	light	FAvFT	targetted
Mordavella massiliensis-A0A939BKC2	-1.058478028618	-3.69849	1.67326	light	FAvFT	targetted
Choladousia_sp003612585	-1.0497573086005	-9.47017	8.09114	light	NAvFA	untargetted
Eisenbergiella tayi-A0A1E3ALT3	-1.039340369848	-2.41367	0.147777	light	FAvFT	targetted
Holdemania massiliensis-A0A6N7S9T8	-1.023016607502	-2.73507	0.595242	light	FAvFT	targetted
Dorea phocaeensis-A0A850HF69	-1.0187135620555	-2.83457	0.525963	light	FAvFT	targetted
Subdoligranulum variabile-A0A921IL61	-1.01367961566	-1.97635	-0.0552081	light	FAvFT	targetted
Clostridium sp. CAG:149-R5M9U6	-1.01259961194	-2.64723	0.636524	light	FAvFT	targetted
Natranaerovirga pectinivora-A0A4R3MPD0	-0.998117068859999	-2.63633	0.686367	light	FAvFT	targetted
Metalysinibacillus saudimassiliensis-A0A078MD23	-0.990482405028499	-3.53694	1.25159	dark	FAvFT	targetted
Enterocloster bolteae-A0A414AWR8	-0.985596565115	-3.56421	1.2602	dark	FAvFT	targetted
Lachnospira eligens-A0A7C9LBS1	-0.9801519004925	-3.44176	1.67394	light	FAvFT	targetted
Oliverpabstia intestinalis-A0A7X2TKD6	-0.978204604469001	-3.79135	1.40244	light	FAvFT	targetted
Listeria monocytogenes serotype 1/2a (strain 10403S)-A0A0H3GEE9	-0.975088557017001	-3.89852	1.50841	dark	FAvFT	targetted
Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e)-Q8Y5J3	-0.975088557017001	-3.89852	1.50841	dark	FAvFT	targetted
Ruminococcus flavefaciens-A0A315XUC1	-0.974797939836499	-3.47535	1.54081	dark	FAvFT	targetted
CAG-194_sp000432915	-0.972647909985002	-9.85855	7.67523	light	FAvFT	untargetted
Acutalibacter_sp009936055	-0.9702439003435	-9.50474	8.55645	dark	NAvFA	untargetted
Ruminococcus flavefaciens-A0A315XUC1	-0.969718731954999	-3.48535	1.59308	light	FAvFT	targetted
Enterocloster aldenensis-A0A413WHK1	-0.968434268080001	-2.17443	0.187035	dark	FAvFT	targetted
Clostridium beijerinckii (Clostridium MP)-A0A1W7LX87	-0.964750718348502	-2.26462	0.241291	light	FAvFT	targetted
Oscillibacter sp. CAG:155-R6TI72	-0.961928994174998	-3.61062	1.45383	light	FAvFT	targetted
Blautia obeum ATCC 29174-A5ZM11	-0.950350341937001	-3.49952	1.74244	light	FAvFT	targetted
Martelella alba-A0A506UJ79	-0.94608266813	-3.38263	2.01647	dark	FAvFT	targetted
Alginatibacterium_sediminis	-0.940518336034999	-10.4115	7.01146	light	NAvFA	untargetted
UMGS872_sp900546275	-0.940518336034999	-10.4115	7.01146	light	NAvFA	untargetted
Frisingicoccus caecimuris-A0A4R2LEC7	-0.9365322384795	-3.59639	1.59601	light	FAvFT	targetted
Clostridium sp. CAG:273-R7L5K0	-0.933644477515	-3.62918	1.51921	light	FAvFT	targetted
Clostridium disporicum-A0A174C515	-0.930080438125	-3.53844	1.58545	light	FAvFT	targetted
Listeria monocytogenes serotype 1/2a (strain EGD / Mackaness)-A0A3Q0NGD6	-0.925451836325001	-3.59492	1.43752	dark	FAvFT	targetted
Coprobacillus cateniformis-E7GDJ9	-0.918940335934998	-2.22067	0.490023	light	FAvFT	targetted
Anaerostipes butyraticus-A0A916VDJ9	-0.893249223546498	-3.36844	1.91131	light	FAvFT	targetted
Microbacterium_sp001427525	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
UBA7805_sp002168195	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
Acidithiobacillus_ferrooxidans	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
Lactiplantibacillus_plantarum_A	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
Enterousia_sp902776515	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
Acinetobacter_tandoii	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
Vibrio_mediterranei	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
Listeria_aquatica	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
NBD-18_sp003507735	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
Lacrimispora_algidixylanolytica	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
Choladousia_sp003612585	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
Enterococcus_A_avium	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
Evtepia_gabavorous	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
Paraferrimonas_sedimenticola	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
Enterousia_intestinigallinarum	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
Clostridium_N_fimetarium	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
Bifidobacterium_globosum	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
Pradoshia_sp001183965	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
Enterococcus_B_faecium	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
Anaerotruncus_sp003612625	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
UBA8158_sp003449595	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
Traorella_massiliensis	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
Methanomethylophilus_alvus	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
CAG-194_sp000432915	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
CAG-273_sp003507395	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
Vagococcus_D_fessus	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
CAG-603_sp900066105	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
Coprobacter_fastidiosus	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
Bacteroides_thetaiotaomicron	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
Chryseobacterium_sp000333355	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
Bacillus_glycinifermentans	-0.891833835776001	-10.8055	6.85415	dark	FAvFT	untargetted
Metalysinibacillus saudimassiliensis-A0A078MD23	-0.88385591077	-3.50183	1.56596	light	FAvFT	targetted
Weissella kandleri-A0A0R2JKX7	-0.8778782771245	-3.42107	1.72113	light	FAvFT	targetted
Mediterraneibacter butyricigenes-A0A391PBX0	-0.875856620280001	-3.58056	1.91716	light	FAvFT	targetted
Lachnoclostridium phocaeense-A0A921LGU1	-0.866172257662	-3.34538	1.59308	light	FAvFT	targetted
Lactobacillus helveticus (Lactobacillus suntoryeus)-A0A2X0PK62	-0.863491412019999	-5.38618	4.77798	light	FAvFT	targetted
Lactobacillus helveticus (strain H10)-F0NSY8	-0.863491412019999	-5.38618	4.77798	light	FAvFT	targetted
Turicibacter sanguinis-A0A844JNQ7	-0.862343920325001	-3.39496	1.90265	light	FAvFT	targetted
Ruminococcus flavefaciens 007c-W7UXF9	-0.859333230739999	-2.72736	0.764853	light	FAvFT	targetted
Flavonifractor plautii DSM 6740-A0A4R2LR43	-0.82344033096	-2.53559	1.09733	light	FAvFT	targetted
Enterococcus pallens ATCC BAA-351-R2QCK8	-0.819673852486001	-2.79508	1.02956	light	FAvFT	targetted
Flavonifractor plautii 1_3_50AFAA-A0A096B1U0	-0.8148062962555	-2.52821	1.05935	light	FAvFT	targetted
Muribaculum gordoncarteri-A0A4P7VQQ5	-0.8067491206015	-2.91884	1.09334	dark	FAvFT	targetted
Flavonifractor plautii ATCC 29863-G9YR35	-0.798095768420001	-2.6921	0.829104	light	FAvFT	targetted
Enterocloster aldenensis-A0A413VM04	-0.767695928080001	-2.18704	0.509395	light	FAvFT	targetted
Clostridium neonatale-A0A650M832	-0.766266945	-3.95393	2.2813	dark	FAvFT	targetted
Ruminococcus sp. CAG:177-R6IXZ0	-0.7613236780855	-2.33981	0.697846	dark	FAvFT	targetted
Paraclostridium bifermentans (Clostridium bifermentans)-A0A943SFE2	-0.759780907630001	-4.73059	3.64826	dark	FAvFT	targetted
Longibaculum muris-A0A4R3Z8B6	-0.758186241425	-2.43876	0.978542	light	FAvFT	targetted
Enterocloster aldenensis-A0A3E2WA33	-0.731211015723001	-2.23856	0.608346	light	FAvFT	targetted
[Clostridium] methylpentosum DSM 5476-C0EDC4	-0.7304424768313	-2.38933	0.76914	light	FAvFT	targetted
Clostridium carnis-A0A3P6KBF8	-0.713343607153999	-3.5311	1.2884	dark	FAvFT	targetted
Clostridium neonatale-A0A2A7MFV8	-0.713343607153999	-3.5311	1.2884	dark	FAvFT	targetted
Ventrimonas_sp003611875	-0.709355519655	-3.36355	1.99098	light	FAvFT	untargetted
COE1_sp000403215	-0.697869392284999	-3.60977	2.17883	light	NAvFA	untargetted
CAG-317_sp011960265	-0.694244254719998	-3.58347	2.57608	light	FAvFT	untargetted
Romboutsia weinsteinii-A0A371J236	-0.691960146578501	-5.36712	3.92505	dark	FAvFT	targetted
Sporofaciens musculi-A0A7X3MIN2	-0.6745555260035	-2.39418	0.890915	light	FAvFT	targetted
Treponema bryantii-A0A1H9GIX4	-0.665334548009999	-1.89	0.510733	dark	FAvFT	targetted
Catonella morbi ATCC 51271-V2XPW3	-0.644096040481	-1.86366	0.479929	light	FAvFT	targetted
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A0H1RML1	-0.550848129636	-3.18472	2.29999	light	FAvFT	targetted
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A0V8EMS6	-0.550848129636	-3.18472	2.29999	light	FAvFT	targetted
Lactococcus lactis subsp. lactis (strain IL1403) (Streptococcus lactis)-Q9CGG1	-0.550848129636	-3.18472	2.29999	light	FAvFT	targetted
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A2Z3KJD1	-0.550848129636	-3.18472	2.29999	light	FAvFT	targetted
Lactococcus lactis subsp. lactis CNCM I-1631-G6FER9	-0.550848129636	-3.18472	2.29999	light	FAvFT	targetted
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A0V8CP19	-0.550848129636	-3.18472	2.29999	light	FAvFT	targetted
Lactococcus lactis subsp. lactis IO-1-H5SYX1	-0.550848129636	-3.18472	2.29999	light	FAvFT	targetted
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A2N5WFR0	-0.550848129636	-3.18472	2.29999	light	FAvFT	targetted
Vibrio_mediterranei	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
Enterococcus_B_faecium	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
UBA7805_sp002168195	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
Paraferrimonas_sedimenticola	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
Microbacterium_sp001427525	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
UBA8158_sp003449595	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
Choladousia_sp003612585	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
Enterousia_sp902776515	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
CAG-603_sp900066105	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
Vagococcus_D_fessus	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
Lacrimispora_algidixylanolytica	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
Pradoshia_sp001183965	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
Lactiplantibacillus_plantarum_A	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
Bacillus_glycinifermentans	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
CAG-194_sp000432915	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
Acidithiobacillus_ferrooxidans	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
Bacteroides_thetaiotaomicron	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
Listeria_aquatica	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
CAG-273_sp003507395	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
Methanomethylophilus_alvus	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
Coprobacter_fastidiosus	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
Acinetobacter_tandoii	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
Enterococcus_A_avium	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
NBD-18_sp003507735	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
Chryseobacterium_sp000333355	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
Clostridium_N_fimetarium	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
Traorella_massiliensis	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
Anaerotruncus_sp003612625	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
Bifidobacterium_globosum	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
Enterousia_intestinigallinarum	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
Evtepia_gabavorous	-0.54631539067	-8.88136	8.78256	dark	NAvFA	untargetted
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A0V8C033	-0.544571854276501	-4.60614	3.37496	light	FAvFT	targetted
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A0B8QU93	-0.544571854276501	-4.60614	3.37496	light	FAvFT	targetted
Longibaculum muris-A0A4R3Z8B6	-0.542399785345	-2.2482	1.48191	dark	FAvFT	targetted
Blautia producta-A0A4P6M3P6	-0.534330865439596	-2.38426	0.986971	light	FAvFT	targetted
Enterocloster citroniae-A0A3E2VNX1	-0.529465744419235	-2.00924	1.10142	light	FAvFT	targetted
Enorma phocaeensis-A0A921IVE9	-0.524322706545	-2.45699	1.19324	light	FAvFT	targetted
Collinsella intestinalis-A0A5K1J4Z3	-0.519811110909501	-2.33784	1.37593	light	FAvFT	targetted
Enterocloster citroniae-A0A3E2VNX1	-0.49515445451	-2.23278	1.23948	dark	FAvFT	targetted
Holdemania massiliensis-A0A6N7S9T8	-0.492011986966001	-3.27067	2.02302	dark	FAvFT	targetted
Lactococcus lactis subsp. cremoris (Streptococcus cremoris)-A0A166JQB6	-0.476997797610001	-3.76576	2.64166	light	FAvFT	targetted
Lactococcus lactis-A0A552XLX1	-0.476997797610001	-3.76576	2.64166	light	FAvFT	targetted
Lactococcus lactis subsp. cremoris (strain MG1363)-A2RL39	-0.476997797610001	-3.76576	2.64166	light	FAvFT	targetted
Lactococcus cremoris subsp. cremoris IBB477-A0A1E7G3M6	-0.476997797610001	-3.76576	2.64166	light	FAvFT	targetted
Lactococcus cremoris subsp. cremoris TIFN6-T0S7H1	-0.476997797610001	-3.76576	2.64166	light	FAvFT	targetted
Lactococcus lactis subsp. cremoris (Streptococcus cremoris)-A0A0M2ZS45	-0.476997797610001	-3.76576	2.64166	light	FAvFT	targetted
Lactococcus cremoris subsp. cremoris GE214-A0A084A9C1	-0.476997797610001	-3.76576	2.64166	light	FAvFT	targetted
Lactococcus cremoris subsp. cremoris KW2-T2F5W1	-0.476997797610001	-3.76576	2.64166	light	FAvFT	targetted
Lactococcus cremoris subsp. tructae-A0A2A5SW08	-0.476997797610001	-3.76576	2.64166	light	FAvFT	targetted
Subdoligranulum variabile-A0A2V2F486	-0.46866991040975	-1.47036	0.440517	dark	FAvFT	targetted
Collinsella intestinalis-A0A414FWD7	-0.468533026835	-2.20437	1.35237	light	FAvFT	targetted
Gemmiger formicilis-A0A1T4XPT4	-0.456696456616001	-2.24363	1.26136	dark	FAvFT	targetted
Collinsella intestinalis DSM 13280-C4FAG1	-0.4563349046935	-2.55041	1.36493	light	FAvFT	targetted
Enterocloster bolteae (strain ATCC BAA-613 / DSM 15670 / CCUG 46953 / JCM 12243 / WAL 16351) (Clostridium bolteae)-A8RLF4	-0.452598849583	-2.24861	1.43655	dark	FAvFT	targetted
Eisenbergiella tayi-A0A1E3ALT3	-0.446720769434999	-1.75294	0.741083	dark	FAvFT	targetted
Romboutsia timonensis-A0A921MYX5	-0.4367767327955	-2.29966	1.49002	dark	FAvFT	targetted
Acutalibacter muris-A0A1Z2XM94	-0.43555366367	-2.3568	1.54442	dark	FAvFT	targetted
Microbulbifer aggregans-A0A1C9W8W2	-0.431774259146499	-3.45599	2.79378	dark	FAvFT	targetted
Eisenbergiella tayi-A0A1E3ADP5	-0.431645205173	-1.67665	0.817359	dark	FAvFT	targetted
Lachnospira eligens-A0A174ZPF2	-0.430085810553499	-2.30926	1.34094	light	FAvFT	targetted
Lactococcus lactis subsp. cremoris (Streptococcus cremoris)-A0A854XHE3	-0.408233822684	-4.37577	3.26174	light	FAvFT	targetted
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A0V8DMM6	-0.408233822684	-4.37577	3.26174	light	FAvFT	targetted
Vescimonas fastidiosa-A0A810PXY7	-0.407604556579999	-1.7132	0.940791	dark	FAvFT	targetted
Eisenbergiella tayi-A0A1E3UP10	-0.3913459824035	-1.61536	1.05779	dark	FAvFT	targetted
Clostridium sp. CAG:221-R6G3A9	-0.380733176100999	-3.21529	2.34252	dark	FAvFT	targetted
Natranaerovirga pectinivora-A0A4R3MPD0	-0.372551060935	-3.80472	2.88683	dark	FAvFT	targetted
Pseudobutyrivibrio xylanivorans-A0A6M0LIE9	-0.3691478410975	-2.20131	1.34328	dark	FAvFT	targetted
[Clostridium] leptum DSM 753-A7VXC0	-0.3662632347487	-1.54799	0.812228	light	FAvFT	targetted
Schaedlerella arabinosiphila-A0A426DFQ3	-0.36511660653267	-1.52633	0.733743	light	FAvFT	targetted
Butyrivibrio sp. CAG:318-R6QY42	-0.348810687694499	-1.91563	1.41892	dark	FAvFT	targetted
Acinetobacter cumulans-A0A3A8GJG7	-0.34418175817	-3.9095	3.59874	dark	FAvFT	targetted
Collinsella intestinalis-A0A5K1J4Z3	-0.343348066804501	-3.22098	2.48843	dark	FAvFT	targetted
Oliverpabstia intestinalis-A0A7X2TKD6	-0.34298615349	-3.51296	2.30621	dark	FAvFT	targetted
Enorma shizhengliae-A0A7K0G5W2	-0.34248595269185	-3.09699	2.59777	light	FAvFT	targetted
Enterocloster bolteae-A0A6N2XTU3	-0.341228709156	-1.82609	1.10141	dark	FAvFT	targetted
Lawsonibacter_sp000492175	-0.340004637146001	-1.52849	0.952672	light	FAvFT	untargetted
CAG-485_sp002362485	-0.3395807582945	-1.83626	1.11699	dark	FAvFT	untargetted
Acetatifactor_sp011959105	-0.338788126527501	-3.77301	3.06831	light	FAvFT	untargetted
[Collinsella] massiliensis-A0A1Y3XV55	-0.33661779824	-1.96937	1.1658	light	FAvFT	targetted
Blautia producta-A0A4P6M3P6	-0.3355605606615	-1.87802	1.11539	dark	FAvFT	targetted
Enterocloster bolteae (strain ATCC BAA-613 / DSM 15670 / CCUG 46953 / JCM 12243 / WAL 16351) (Clostridium bolteae)-A8RJ50	-0.3327712796305	-3.35134	2.59561	dark	FAvFT	targetted
Terrisporobacter othiniensis-A0A0B3VRN3	-0.3261973791965	-4.43975	3.41155	dark	FAvFT	targetted
Clostridium sp. CAG:149-R5M288	-0.3203108040685	-3.26013	2.75545	light	FAvFT	targetted
Clostridium sp. CAG:221-R6FTQ3	-0.3179936851885	-1.98167	1.31309	dark	FAvFT	targetted
Clostridium sp. CAG:265-R6KW59	-0.3147332981235	-3.44851	2.56816	light	FAvFT	targetted
Romboutsia ilealis-A0A1V1I0E7	-0.3138451962095	-2.32761	1.89851	dark	FAvFT	targetted
Enterocloster bolteae-A0A8B3A5C6	-0.31348551738	-2.97885	2.84867	dark	FAvFT	targetted
[Clostridium] leptum DSM 753-A0A855A885	-0.3131100625305	-1.6286	0.862819	light	FAvFT	targetted
Kineothrix_sp000403275	-0.312270410687	-2.76863	1.94063	dark	NAvFA	untargetted
Enterococcus faecium (Streptococcus faecium)-A0A286V0V7	-0.311617362996	-3.35896	2.43736	dark	FAvFT	targetted
Enterococcus faecium TX0133a01-A0A828QFA6	-0.311617362996	-3.35896	2.43736	dark	FAvFT	targetted
Enterococcus faecium (strain ATCC BAA-472 / TX0016 / DO)-Q3Y203	-0.311617362996	-3.35896	2.43736	dark	FAvFT	targetted
Enterococcus pallens ATCC BAA-351-R2QCK8	-0.309863111455001	-2.96947	2.35016	dark	FAvFT	targetted
Clostridium sp. CAG:265-R6KW59	-0.30966677054	-3.62714	2.66908	dark	FAvFT	targetted
Fusicatenibacter saccharivorans-A0A174DZA2	-0.3091807917285	-3.12461	2.5222	dark	FAvFT	targetted
Mordavella massiliensis-A0A938XF07	-0.306575372705001	-3.13647	2.33307	light	FAvFT	targetted
Collinsella intestinalis DSM 13280-C4FAG1	-0.305110070779999	-3.22745	2.49599	dark	FAvFT	targetted
Subdoligranulum variabile-A0A921IL61	-0.2988803487984	-1.22532	0.708547	dark	FAvFT	targetted
Clostridium beijerinckii (Clostridium MP)-A0A1W7LX87	-0.298082015005001	-2.86808	2.1572	dark	FAvFT	targetted
Clostridium bolteae CAG:59-R5EWY1	-0.294551702315	-1.77526	1.14842	dark	FAvFT	targetted
Roseburia inulinivorans-A0A412BKW2	-0.293823436155	-3.11704	2.65443	dark	FAvFT	targetted
Bacteroides uniformis str. 3978 T3 ii-A0A078S4I9	-0.2901801921114	-3.14387	2.61724	light	FAvFT	targetted
Kineothrix alysoides-A0A4R1R168	-0.28918408078393	-2.21852	1.58169	dark	FAvFT	targetted
Enterococcus faecium EnGen0026-A0A829ABY7	-0.2805253596325	-3.22153	2.52248	dark	FAvFT	targetted
Pseudobutyrivibrio ruminis DSM 9787-A0A285S8J3	-0.2778679813995	-1.85132	1.21903	dark	FAvFT	targetted
Zhenhengia yiwuensis-A0A926IEI1	-0.276267577924	-2.60168	1.63859	dark	FAvFT	targetted
[Clostridium] leptum DSM 753-A7VQ44	-0.272254408125	-3.16899	2.60961	light	FAvFT	targetted
Metalysinibacillus jejuensis-A0A921NCW1	-0.270130356245	-3.27117	2.51369	dark	FAvFT	targetted
Bacteroides uniformis (strain ATCC 8492 / DSM 6597 / CCUG 4942 / CIP 103695 / JCM 5828 / KCTC 5204 / NCTC 13054 / VPI 0061)-A7UZ46	-0.269555242985	-3.05207	2.59695	light	FAvFT	targetted
Bacteroides uniformis-A0A173Y2R7	-0.269555242985	-3.05207	2.59695	light	FAvFT	targetted
Bacteroides uniformis-A0A414BII8	-0.269555242985	-3.05207	2.59695	light	FAvFT	targetted
Rhodococcus ruber-A0A385HSQ6	-0.26311880559	-3.09581	2.94396	dark	FAvFT	targetted
Enterocloster bolteae 90A9-R0A5H6	-0.2621474976865	-1.89757	1.20766	dark	FAvFT	targetted
Listeria ivanovii (strain ATCC BAA-678 / PAM 55)-G2ZBL9	-0.2590762802885	-3.1606	2.62745	dark	FAvFT	targetted
Bacteroides uniformis-A0A3E4PTF3	-0.258000845864	-3.22629	2.62534	light	FAvFT	targetted
Enterococcus casseliflavus (Enterococcus flavescens)-A0A494SMF7	-0.256578354964	-3.06101	2.49816	dark	FAvFT	targetted
Enterococcus casseliflavus (Enterococcus flavescens)-A0A1L8SG36	-0.256578354964	-3.06101	2.49816	dark	FAvFT	targetted
[Clostridium] clostridioforme 90A7-N9XMW9	-0.250574505955	-1.55775	1.08228	dark	FAvFT	targetted
Flavonifractor plautii 1_3_50AFAA-A0A096DGB7	-0.248251237485	-3.09074	2.51275	light	FAvFT	targetted
Flavonifractor plautii DSM 6740-A0A4R2LXF5	-0.248251237485	-3.09074	2.51275	light	FAvFT	targetted
Aquella oligotrophica-A0A2I7N8C7	-0.247888359160499	-3.40339	3.18683	dark	FAvFT	targetted
Frisingicoccus caecimuris-A0A4R2LEC7	-0.2475040644945	-3.68033	2.28958	dark	FAvFT	targetted
Nonomuraea wenchangensis-A0A1I0L736	-0.2350223572515	-1.14685	0.739558	light	FAvFT	targetted
Flavonifractor plautii ATCC 29863-G9YSR9	-0.2339182530765	-3.26412	2.62213	light	FAvFT	targetted
Collinsella intestinalis-A0A414FWD7	-0.23366504115435	-3.08544	2.84142	dark	FAvFT	targetted
Schaedlerella arabinosiphila-A0A426DFQ3	-0.2321241202295	-1.91332	1.25846	dark	FAvFT	targetted
Qingrenia yutianensis-A0A926F916	-0.2316615085375	-1.48314	1.10662	dark	FAvFT	targetted
Blautia luti-A0A564W7Z7	-0.229076083425	-2.92721	2.74707	light	FAvFT	targetted
Mediterraneibacter catenae-A0A5M9HZ00	-0.22514096614	-3.05272	2.7675	light	FAvFT	targetted
