BSHspecies	ratio	min	max	phase	comparison	search_method
Pseudoramibacter porci-A0A7X2T9I5	-2.449307815845	-10.3254	4.48212	light	FAvFT	targetted
Enterococcus faecium 1,231,501-C9B4Q8	-2.449307815845	-10.3254	4.48212	light	FAvFT	targetted
Blautia hydrogenotrophica (strain DSM 10507 / JCM 14656 / S5a33) (Ruminococcus hydrogenotrophicus)-C0CR88	-2.447518183405	-9.19412	3.73367	dark	FAvFT	targetted
Blautia hydrogenotrophica-A0A173SRH3	-2.447518183405	-9.19412	3.73367	dark	FAvFT	targetted
Roseburia intestinalis-A0A173VRA0	-2.44608260607	-9.82471	3.90208	light	FAvFT	targetted
Lachnospira eligens-A0A413YQ76	-2.44304328035	-8.87582	4.14718	light	FAvFT	targetted
Alcaligenes faecalis-A0A4P8JJH3	-2.43665133212001	-10.2107	3.82229	light	FAvFT	targetted
Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)-A0A270NJB4	-2.43665133212001	-10.2107	3.82229	light	FAvFT	targetted
Luteimonas chenhongjianii-A0A290XIF4	-2.43665133212001	-10.2107	3.82229	light	FAvFT	targetted
Alcaligenes faecalis-A0A2U2BNR6	-2.43665133212001	-10.2107	3.82229	light	FAvFT	targetted
Rhodobaculum claviforme-A0A934TM50	-2.43665133212001	-10.2107	3.82229	light	FAvFT	targetted
Alcaligenes aquatilis-A0A3G2HW00	-2.43665133212001	-10.2107	3.82229	light	FAvFT	targetted
Mycolicibacter longobardus-A0A1X1YA39	-2.43665133212001	-10.2107	3.82229	light	FAvFT	targetted
Enterococcus columbae DSM 7374 = ATCC 51263-S0K1U2	-2.434707091455	-9.84474	5.39375	light	FAvFT	targetted
Holdemanella biformis-A0A412J0P3	-2.434582529598	-10.6095	5.26071	light	FAvFT	targetted
Holdemanella biformis DSM 3989-B7CE40	-2.434582529598	-10.6095	5.26071	light	FAvFT	targetted
Holdemanella biformis-A0A395WCM1	-2.434582529598	-10.6095	5.26071	light	FAvFT	targetted
Blastopirellula marina DSM 3645-A3ZTE6	-2.4345726361355	-9.61281	3.59703	dark	FAvFT	targetted
Rhodococcus rhodochrous J45-A0A562E177	-2.4345726361355	-9.61281	3.59703	dark	FAvFT	targetted
Enterococcus alcedinis-A0A917JHP3	-2.433838105134	-9.12029	4.29798	light	FAvFT	targetted
Actinophytocola algeriensis-A0A7W7QBI2	-2.42118841467	-9.94075	5.6662	dark	FAvFT	targetted
Acinetobacter nosocomialis-A0A8B4N3Y0	-2.41869365617375	-9.83082	5.01368	light	FAvFT	targetted
Lactobacillus kalixensis DSM 16043-A0A0R1UBK2	-2.41646262582	-9.15516	4.34645	light	FAvFT	targetted
Defluviicoccus vanus-A0A7H1N3A3	-2.41578443002	-11.2637	4.47439	dark	FAvFT	targetted
Enterococcus_A_avium	-2.414979033885	-10.755	4.50917	light	NAvFA	untargetted
Rhodobaculum claviforme-A0A934TM50	-2.410866908527	-9.83613	4.13671	dark	FAvFT	targetted
COE1_sp000403215	-2.41028622553001	-9.38615	3.31299	dark	FAvFT	untargetted
Limosilactobacillus pontis-A0A2J6NMJ5	-2.40899053737	-10.091	5.4273	dark	FAvFT	targetted
Aeromicrobium yanjiei-A0A5Q2MHU2	-2.405027554823	-9.66543	4.32013	dark	FAvFT	targetted
Limosilactobacillus frumenti DSM 13145-A0A0R1PDJ9	-2.405027554823	-9.66543	4.32013	dark	FAvFT	targetted
Parabacteroides distasonis-A0A174XDW3	-2.405027554823	-9.66543	4.32013	dark	FAvFT	targetted
Rhodococcus pyridinivorans-A0A7M2XKC3	-2.4005819808265	-9.13689	4.59363	dark	FAvFT	targetted
Rhodococcus pyridinivorans KG-16-A0A0V9UQP6	-2.4005819808265	-9.13689	4.59363	dark	FAvFT	targetted
Stenotrophomonas rhizophila-A0A498CFC5	-2.394079366465	-10.327	3.88728	light	FAvFT	targetted
Microbulbifer agarilyticus-A0A1Q2M653	-2.394079366465	-10.327	3.88728	light	FAvFT	targetted
Salipaludibacillus aurantiacus-A0A1H9Q7N9	-2.39118784114	-9.78123	5.1787	light	FAvFT	targetted
Prevotella ruminicola (Bacteroides ruminicola)-A0A1H5RQG8	-2.38937840358	-8.87913	4.25055	dark	FAvFT	targetted
Lactobacillus_gasseri	-2.388282802955	-9.80453	7.03908	light	NAvFA	untargetted
Micromonospora citrea-A0A1C6TUY1	-2.383008940865	-10.4396	4.78001	dark	FAvFT	targetted
Limosilactobacillus secaliphilus-A0A0R2I0I1	-2.382532278435	-9.39717	4.33772	light	FAvFT	targetted
Acidocella aminolytica 101 = DSM 11237-A0A0D6PK57	-2.373651939875	-9.32048	4.09355	light	FAvFT	targetted
Bacteroides thetaiotaomicron-A0A174S4C2	-2.3709281749995	-9.45726	3.7179	light	FAvFT	targetted
Lactiplantibacillus plantarum WJL-A0A837P1C7	-2.3709281749995	-9.45726	3.7179	light	FAvFT	targetted
Thalassospira lucentensis-A0A154L299	-2.3709281749995	-9.45726	3.7179	light	FAvFT	targetted
Vibrio cholerae B33-A0A0H3Q2B4	-2.367757638224	-9.32776	4.0946	light	FAvFT	targetted
Vibrio cholerae serotype O1 (strain ATCC 39541 / Classical Ogawa 395 / O395)-A0A0H3AFM0	-2.367757638224	-9.32776	4.0946	light	FAvFT	targetted
Bilifractor porci-A0A7X2P741	-2.367757638224	-9.32776	4.0946	light	FAvFT	targetted
Enterococcus casseliflavus (Enterococcus flavescens)-A0A415EY36	-2.367757638224	-9.32776	4.0946	light	FAvFT	targetted
Vibrio cholerae-A0A544CA88	-2.367757638224	-9.32776	4.0946	light	FAvFT	targetted
Enterococcus casseliflavus (strain EC10)-C9CPT8	-2.367757638224	-9.32776	4.0946	light	FAvFT	targetted
Vibrio cholerae serotype O1 (strain M66-2)-C3LWE1	-2.367757638224	-9.32776	4.0946	light	FAvFT	targetted
Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)-Q9KL70	-2.367757638224	-9.32776	4.0946	light	FAvFT	targetted
Prevotella sp. CAG:873-R7IZ25	-2.3622076623	-10.5141	5.16405	dark	FAvFT	targetted
Limosilactobacillus fastidiosus-A0A7W3U0M2	-2.36205535448	-9.29606	5.40824	light	FAvFT	targetted
Enterococcus faecalis (Streptococcus faecalis)-A0A3N3RSI8	-2.36205535448	-9.29606	5.40824	light	FAvFT	targetted
Enterococcus faecium 1,231,408-C9BZ31	-2.36205535448	-9.29606	5.40824	light	FAvFT	targetted
Lactiplantibacillus plantarum (Lactobacillus plantarum)-B9V0U3	-2.36192124279	-9.63078	4.60706	dark	FAvFT	targetted
Limosilactobacillus pontis-A0A2J6NMJ5	-2.35562809703	-10.2951	6.19327	light	FAvFT	targetted
Dolosicoccus paucivorans-A0A2N6SNI1	-2.3550506293	-9.95643	4.57803	light	FAvFT	targetted
Ligilactobacillus ruminis (strain ATCC 27782 / RF3) (Lactobacillus ruminis)-G2SQF3	-2.34822200326	-9.25645	3.54558	light	FAvFT	targetted
Ligilactobacillus ruminis-A0A837IVR1	-2.34822200326	-9.25645	3.54558	light	FAvFT	targetted
Ligilactobacillus ruminis DSM 20403 = NBRC 102161-A0A1I2RXD4	-2.34822200326	-9.25645	3.54558	light	FAvFT	targetted
Listeria floridensis FSL S10-1187-W7BLC5	-2.342148022865	-10.0092	4.27362	light	FAvFT	targetted
Methanomethylophilus_alvus	-2.340416682635	-10.7254	5.35268	light	NAvFA	untargetted
Streptococcus equinus (Streptococcus bovis)-A0A1H0M6W6	-2.33397620905	-9.51659	4.78716	dark	FAvFT	targetted
Listeria monocytogenes-A0A464JFN5	-2.33397620905	-9.51659	4.78716	dark	FAvFT	targetted
Lachnotalea glycerini-A0A318EUE0	-2.33397620905	-9.51659	4.78716	dark	FAvFT	targetted
Lactobacillus intestinalis-A0A4S2BMC4	-2.33397620905	-9.51659	4.78716	dark	FAvFT	targetted
Lactobacillus equicursoris-A0A844FQB6	-2.332223748055	-9.74285	4.8149	light	FAvFT	targetted
CAG-56_sp004793585	-2.329186224965	-9.56595	4.19146	dark	FAvFT	untargetted
Legionella beliardensis-A0A378I2N7	-2.32229542257	-10.2802	4.69513	dark	FAvFT	targetted
Kurthia sibirica-A0A2U3ALG5	-2.31298600169	-10.1707	3.9627	dark	FAvFT	targetted
Lactobacillus gasseri (strain ATCC 33323 / DSM 20243 / BCRC 14619 / CIP 102991 / JCM 1131 / KCTC 3163 / NCIMB 11718 / NCTC 13722 / AM63)-A0A805Z5R7	-2.310041452985	-9.49402	5.78572	light	FAvFT	targetted
Eubacterium_J_plexicaudatum	-2.30994145983	-9.52848	4.13055	dark	FAvFT	untargetted
Thermotomaculum hydrothermale-A0A7R6PTT4	-2.303291149315	-9.3967	4.23709	light	FAvFT	targetted
Enorma phocaeensis-A0A921LSX2	-2.291259240925	-9.44039	4.36641	light	FAvFT	targetted
Enterococcus haemoperoxidus ATCC BAA-382-R2SWA0	-2.291259240925	-9.44039	4.36641	light	FAvFT	targetted
Enterococcus caccae ATCC BAA-1240-R3UAW6	-2.291259240925	-9.44039	4.36641	light	FAvFT	targetted
Enterococcus rotai-A0A0U2WRW4	-2.291259240925	-9.44039	4.36641	light	FAvFT	targetted
Ligilactobacillus salivarius cp400-V6DJY5	-2.291259240925	-9.44039	4.36641	light	FAvFT	targetted
Enterocloster bolteae 90B8-R0A7S3	-2.291259240925	-9.44039	4.36641	light	FAvFT	targetted
Enterocloster bolteae-A0A8B3ABA0	-2.291259240925	-9.44039	4.36641	light	FAvFT	targetted
Enterococcus termitis-A0A242LJR2	-2.291259240925	-9.44039	4.36641	light	FAvFT	targetted
Enterococcus ureasiticus-A0A1E5GHN5	-2.291259240925	-9.44039	4.36641	light	FAvFT	targetted
Enterococcus plantarum-A0A2W3YY20	-2.291259240925	-9.44039	4.36641	light	FAvFT	targetted
Aeromicrobium chenweiae-A0A2S0WQ29	-2.257980544725	-10.2131	4.86156	dark	FAvFT	targetted
Lactobacillus johnsonii-A0A267LTT5	-2.2562905903225	-9.83995	5.02974	light	FAvFT	targetted
Lactobacillus johnsonii-A0A7U9RN19	-2.2562905903225	-9.83995	5.02974	light	FAvFT	targetted
Lactobacillus acidophilus-A5HKP3	-2.2562905903225	-9.83995	5.02974	light	FAvFT	targetted
Lactobacillus paragasseri-A0A558K589	-2.2562905903225	-9.83995	5.02974	light	FAvFT	targetted
Lactobacillus johnsonii-A0A256MFB7	-2.2562905903225	-9.83995	5.02974	light	FAvFT	targetted
Lactobacillus johnsonii (strain FI9785)-D0R2U6	-2.2562905903225	-9.83995	5.02974	light	FAvFT	targetted
Lactobacillus johnsonii ATCC 33200-C2E3X0	-2.2562905903225	-9.83995	5.02974	light	FAvFT	targetted
Vescimonas coprocola-A0A810PZM8	-2.24881848422	-9.39685	3.92148	light	FAvFT	targetted
Muribaculum_gordoncarteri	-2.248685701711	-10.2495	5.44494	dark	FAvFT	untargetted
Lacipirellula limnantheis-A0A517TZN6	-2.2367683976575	-9.86544	5.41589	dark	FAvFT	targetted
NA	-2.23619210589	-10.2586	5.09428	dark	FAvFT	targetted
Clostridium perfringens-A0A6G4ZC96	-2.23619210589	-10.2586	5.09428	dark	FAvFT	targetted
Clostridium perfringens B str. ATCC 3626-B1R6H8	-2.23619210589	-10.2586	5.09428	dark	FAvFT	targetted
Clostridium perfringens D str. JGS1721-B1UZB0	-2.23619210589	-10.2586	5.09428	dark	FAvFT	targetted
Clostridium perfringens E str. JGS1987-B1BP69	-2.23619210589	-10.2586	5.09428	dark	FAvFT	targetted
Clostridium perfringens (strain ATCC 13124 / DSM 756 / JCM 1290 / NCIMB 6125 / NCTC 8237 / Type A)-A0A0H2YTH6	-2.23619210589	-10.2586	5.09428	dark	FAvFT	targetted
Vibrio ishigakensis-A0A0B8QJU3	-2.23366863285	-10.0645	5.63934	light	FAvFT	targetted
Turicibacter sanguinis-A0A174UKW2	-2.2327839358955	-10.8397	5.58345	light	FAvFT	targetted
Clostridium neonatale-A0A650M832	-2.2327839358955	-10.8397	5.58345	light	FAvFT	targetted
Clostridium sp. CAG:221-R6FTQ3	-2.2327839358955	-10.8397	5.58345	light	FAvFT	targetted
Clostridium neonatale-A0A2A7MFV8	-2.2327839358955	-10.8397	5.58345	light	FAvFT	targetted
QWKK01_sp009911695	-2.22959404001	-10.5339	5.47059	light	FAvFT	untargetted
Limosilactobacillus ingluviei-A0A0R2H586	-2.215283477035	-8.94184	4.29476	light	FAvFT	targetted
Paracoccus aminophilus JCM 7686-S5XS37	-2.215283477035	-8.94184	4.29476	light	FAvFT	targetted
Limosilactobacillus ingluviei DSM 15946-A0A0R1U395	-2.215283477035	-8.94184	4.29476	light	FAvFT	targetted
Clostridium butyricum 60E.3-A0A7U9H2G9	-2.214304521925	-9.52743	4.72254	light	FAvFT	targetted
Clostridium paraputrificum-A0A6N3ENL7	-2.214304521925	-9.52743	4.72254	light	FAvFT	targetted
Clostridium butyricum-A0A8E1RD44	-2.214304521925	-9.52743	4.72254	light	FAvFT	targetted
Clostridium butyricum-A0A6N3H660	-2.214304521925	-9.52743	4.72254	light	FAvFT	targetted
Clostridium butyricum-A0A7G5NW85	-2.214304521925	-9.52743	4.72254	light	FAvFT	targetted
Clostridium butyricum E4 str. BoNT E BL5262-C4IFX8	-2.214304521925	-9.52743	4.72254	light	FAvFT	targetted
Clostridium butyricum-A0A2S7FFA9	-2.214304521925	-9.52743	4.72254	light	FAvFT	targetted
Turicibacter sanguinis-A0A844JM52	-2.214304521925	-9.52743	4.72254	light	FAvFT	targetted
Clostridium paraputrificum-A0A174DZS1	-2.214304521925	-9.52743	4.72254	light	FAvFT	targetted
Lactobacillus johnsonii-P97038	-2.213983184555	-9.9063	6.44906	light	FAvFT	targetted
UMGS872_sp900546275	-2.21235725273	-10.0955	5.66575	dark	NAvFA	untargetted
Adlercreutzia_mucosicola	-2.20128110264	-11.3258	5.03014	light	NAvFA	untargetted
Coprobacter_fastidiosus	-2.20128110264	-11.3258	5.03014	light	NAvFA	untargetted
Listeria_aquatica	-2.20128110264	-11.3258	5.03014	light	NAvFA	untargetted
Lacrimispora_algidixylanolytica	-2.197196658915	-10.191	4.34159	light	FAvFT	untargetted
Alginatibacterium_sediminis	-2.18842399118	-10.811	5.04033	dark	NAvFA	untargetted
Enterococcus_B_faecium	-2.18261628412	-9.41668	4.78636	light	NAvFA	untargetted
Vagococcus martis-A0A1V4DE45	-2.180657517015	-9.90314	5.48716	dark	FAvFT	targetted
Aliivibrio fischeri (Vibrio fischeri)-A0A844P1W4	-2.15039643767249	-9.77874	6.52268	light	FAvFT	targetted
Romboutsia weinsteinii-A0A371J236	-2.12819190854499	-10.0705	5.55685	light	FAvFT	targetted
Lactobacillus johnsonii (strain CNCM I-12250 / La1 / NCC 533)-Q74LX7	-2.10654432295	-9.84191	6.22241	light	FAvFT	targetted
Lactobacillus johnsonii DPC 6026-F4ADE7	-2.10654432295	-9.84191	6.22241	light	FAvFT	targetted
Lactobacillus johnsonii-A0A267MDW7	-2.10654432295	-9.84191	6.22241	light	FAvFT	targetted
Lactobacillus johnsonii-A0A4S2CHH9	-2.10654432295	-9.84191	6.22241	light	FAvFT	targetted
Lactobacillus johnsonii N6.2-A0A7D9N467	-2.10654432295	-9.84191	6.22241	light	FAvFT	targetted
Lactobacillus johnsonii-A0A4Y9IC69	-2.10654432295	-9.84191	6.22241	light	FAvFT	targetted
Lactobacillus johnsonii-A0A4Z0GA50	-2.10654432295	-9.84191	6.22241	light	FAvFT	targetted
Enterococcus cecorum-A0A7X9RJL6	-2.102335042895	-10.6172	5.50402	light	FAvFT	targetted
Bacteroides sp. CAG:927-R5B6T8	-2.0948739639	-4.83871	0.276098	dark	FAvFT	targetted
Lactobacillus johnsonii-A0A921EIH3	-2.093040651995	-10.2269	5.79091	light	FAvFT	targetted
Staphylococcus_xylosus	-2.07235863417	-10.0056	3.98407	light	NAvFA	untargetted
Clostridium_N_fimetarium	-2.07235863417	-10.0056	3.98407	light	NAvFA	untargetted
CAG-273_sp003507395	-2.07235863417	-10.0056	3.98407	light	NAvFA	untargetted
Clostridium thermobutyricum-N9XJS0	-2.07165012424355	-10.0952	5.44831	light	FAvFT	targetted
Clostridium thermobutyricum DSM 4928-A0A1V4SY25	-2.07165012424355	-10.0952	5.44831	light	FAvFT	targetted
Acetatifactor_sp011959105	-2.06742713235	-3.45834	-0.815708	dark	NAvFA	untargetted
UBA8158_sp003449595	-2.052250593595	-10.642	5.1419	light	NAvFA	untargetted
NBD-18_sp003507735	-2.052250593595	-10.642	5.1419	light	NAvFA	untargetted
Dietzia natronolimnaea-A0A2A2WNX7	-2.0253632952149	-9.91782	5.88821	light	FAvFT	targetted
Lactobacillus gasseri SV-16A-US-A0A087QBK2	-2.00553634857	-9.80019	5.53746	light	FAvFT	targetted
Lactobacillus paragasseri-A0A2Z6PSU9	-2.00553634857	-9.80019	5.53746	light	FAvFT	targetted
Lactobacillus paragasseri-A0A8E3UTK9	-2.00553634857	-9.80019	5.53746	light	FAvFT	targetted
Lactobacillus johnsonii-A0A6B9HX44	-2.00553634857	-9.80019	5.53746	light	FAvFT	targetted
Lactobacillus gasseri 224-1-D1YKI9	-2.0033834318905	-8.7931	5.67845	light	FAvFT	targetted
Lactobacillus johnsonii-A0A137PJZ3	-2.0033834318905	-8.7931	5.67845	light	FAvFT	targetted
Lactobacillus johnsonii-A0A7H9E0X0	-2.0033834318905	-8.7931	5.67845	light	FAvFT	targetted
Lactobacillus gasseri DSM 14869-A0A249NMX6	-2.0033834318905	-8.7931	5.67845	light	FAvFT	targetted
Lactobacillus johnsonii-A0A346MTG1	-2.0033834318905	-8.7931	5.67845	light	FAvFT	targetted
Lactiplantibacillus_plantarum_A	-1.971279973575	-10.1564	5.3314	light	NAvFA	untargetted
Vagococcus_D_fessus	-1.971279973575	-10.1564	5.3314	light	NAvFA	untargetted
Paraferrimonas_sedimenticola	-1.971279973575	-10.1564	5.3314	light	NAvFA	untargetted
Muribaculum intestinale-A0A1B1SBZ6	-1.9632434313	-4.68565	1.01406	dark	FAvFT	targetted
1XD42-69_sp003612565	-1.95160888988	-4.68457	1.09946	dark	NAvFA	untargetted
Anaerostipes rhamnosivorans-A0A4P8ICW8	-1.94939433589	-4.62779	0.363053	light	FAvFT	targetted
1XD8-76_sp003611955	-1.88209415164	-9.7006	7.13098	dark	NAvFA	untargetted
Butyribacter_sp003612285	-1.88209415164	-9.7006	7.13098	dark	NAvFA	untargetted
Microbacterium_sp001427525	-1.868836927555	-9.6783	7.00854	light	NAvFA	untargetted
Vibrio_mediterranei	-1.868836927555	-9.6783	7.00854	light	NAvFA	untargetted
Bacteroides_thetaiotaomicron	-1.868836927555	-9.6783	7.00854	light	NAvFA	untargetted
QWKK01_sp009911695	-1.8532068103835	-10.8108	5.86837	dark	NAvFA	untargetted
Adlercreutzia_caecimuris	-1.8532068103835	-10.8108	5.86837	dark	NAvFA	untargetted
Eisenbergiella massiliensis-A0A3E3IBU0	-1.8263738602	-3.62054	-0.342526	dark	FAvFT	targetted
Ligilactobacillus saerimneri DSM 16049-A0A0R1SYU9	-1.80169464456151	-9.61549	5.38175	dark	FAvFT	targetted
Limosilactobacillus ingluviei DSM 15946-A0A0R1U3N2	-1.80169464456151	-9.61549	5.38175	dark	FAvFT	targetted
Muribaculum intestinale-A0A4S2G132	-1.799766975085	-4.79389	0.905108	dark	FAvFT	targetted
Duncaniella freteri-A0A4Z0V542	-1.792243167715	-4.36172	1.01727	dark	FAvFT	targetted
UBA7805_sp002168195	-1.775274276935	-10.6782	5.431	light	FAvFT	untargetted
Bacillus_glycinifermentans	-1.775274276935	-10.6782	5.431	light	FAvFT	untargetted
Traorella_massiliensis	-1.775274276935	-10.6782	5.431	light	FAvFT	untargetted
Chryseobacterium_sp000333355	-1.775274276935	-10.6782	5.431	light	FAvFT	untargetted
Pradoshia_sp001183965	-1.775274276935	-10.6782	5.431	light	FAvFT	untargetted
CAG-603_sp900066105	-1.775274276935	-10.6782	5.431	light	FAvFT	untargetted
Lactobacillus_gasseri	-1.77392252344	-10.3979	5.89718	light	FAvFT	untargetted
Robinsoniella peoriensis-A0A4U8Q543	-1.7334225583955	-4.35402	0.731085	light	FAvFT	targetted
Methanomethylophilus_alvus	-1.727288836765	-10.7205	5.56087	light	FAvFT	untargetted
Anaerotruncus_sp003612625	-1.711207481205	-9.44281	5.40272	light	FAvFT	untargetted
UBA8158_sp003449595	-1.70821231282	-11.2209	6.64695	light	FAvFT	untargetted
NBD-18_sp003507735	-1.70821231282	-11.2209	6.64695	light	FAvFT	untargetted
UMGS872_sp900546275	-1.692651606285	-9.82507	6.2976	dark	FAvFT	untargetted
Faecalibaculum rodentium-A0A140DV06	-1.679445959795	-5.16858	1.25293	dark	FAvFT	targetted
Enterocloster bolteae-A0A414AWR8	-1.6523466685875	-3.78964	0.513523	light	FAvFT	targetted
Enterocloster bolteae-A0A412Z9M0	-1.6523466685875	-3.78964	0.513523	light	FAvFT	targetted
Enterousia_intestinigallinarum	-1.64970458101	-10.0708	5.99211	light	NAvFA	untargetted
Muribaculum_gordoncarteri	-1.64970458101	-10.0708	5.99211	light	NAvFA	untargetted
Acidithiobacillus_ferrooxidans	-1.64970458101	-10.0708	5.99211	light	NAvFA	untargetted
Pseudobutyrivibrio xylanivorans-A0A6M0LIE9	-1.648448789095	-3.96617	0.611163	light	FAvFT	targetted
Enterocloster bolteae (strain ATCC BAA-613 / DSM 15670 / CCUG 46953 / JCM 12243 / WAL 16351) (Clostridium bolteae)-A8RLF4	-1.64292822066	-4.19211	0.437369	light	FAvFT	targetted
Solibaculum mannosilyticum-A0A7I8D403	-1.626014002175	-3.56682	0.39057	light	FAvFT	targetted
1XD8-76_sp003611955	-1.61954831472	-9.55091	6.97324	light	NAvFA	untargetted
Staphylococcus_xylosus	-1.60765941124	-9.36882	5.07998	light	FAvFT	untargetted
Clostridium_N_fimetarium	-1.60765941124	-9.36882	5.07998	light	FAvFT	untargetted
CAG-273_sp003507395	-1.60765941124	-9.36882	5.07998	light	FAvFT	untargetted
Anaerococcus tetradius ATCC 35098-C2CHS4	-1.60245559213	-3.53943	0.0505221	light	FAvFT	targetted
Paraferrimonas_sedimenticola	-1.580177982935	-10.1383	6.51841	light	FAvFT	untargetted
Lactiplantibacillus_plantarum_A	-1.580177982935	-10.1383	6.51841	light	FAvFT	untargetted
Vagococcus_D_fessus	-1.580177982935	-10.1383	6.51841	light	FAvFT	untargetted
Vibrio_mediterranei	-1.522188041862	-9.94459	6.66554	light	FAvFT	untargetted
Microbacterium_sp001427525	-1.522188041862	-9.94459	6.66554	light	FAvFT	untargetted
Bacteroides_thetaiotaomicron	-1.522188041862	-9.94459	6.66554	light	FAvFT	untargetted
CAG-56_sp004793585	-1.508969216195	-10.4266	7.11003	light	NAvFA	untargetted
Butyribacter_sp003612285	-1.506524350135	-10.7296	6.50904	dark	FAvFT	untargetted
1XD8-76_sp003611955	-1.506524350135	-10.7296	6.50904	dark	FAvFT	untargetted
Clostridium_Q_sp009911305	-1.500727075815	-4.04265	0.946544	light	FAvFT	untargetted
Ventrimonas_sp003611875	-1.49812699214	-3.13565	0.0625579	light	NAvFA	untargetted
1XD8-76_sp003611955	-1.4977111981075	-11.0923	6.45548	light	FAvFT	untargetted
CAG-485_sp002362485	-1.468467878458	-2.85125	-0.126367	light	NAvFA	untargetted
Enterocloster asparagiformis-A0A943IDB3	-1.460375474185	-3.36152	0.445884	dark	FAvFT	targetted
UBA7477_sp001940995	-1.4331563487	-10.0976	7.80122	dark	NAvFA	untargetted
14-2_sp000403845	-1.427487544755	-2.69722	-0.218106	light	NAvFA	untargetted
Alginatibacterium_sediminis	-1.423163851868	-9.42516	6.95004	dark	FAvFT	untargetted
CAG-194_sp000432915	-1.42044583593	-10.4848	7.62866	light	NAvFA	untargetted
Enterocloster bolteae-A0A412Z9M0	-1.41924682088	-3.87674	1.10096	dark	FAvFT	targetted
Acutalibacter_muris	-1.4016947360115	-11.789	5.8179	dark	NAvFA	untargetted
Blautia obeum-A0A395XE29	-1.389196442615	-3.92286	1.0127	light	FAvFT	targetted
Lactococcus cremoris subsp. cremoris A76-G8P2U7	-1.385956778441	-4.56382	1.40377	light	FAvFT	targetted
Lactococcus lactis subsp. cremoris (Streptococcus cremoris)-A0A2Z5Z8G1	-1.385956778441	-4.56382	1.40377	light	FAvFT	targetted
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A0V8B632	-1.382249667354	-4.04542	1.13694	light	FAvFT	targetted
Lactococcus lactis subsp. lactis A12-S6FT47	-1.382249667354	-4.04542	1.13694	light	FAvFT	targetted
Enterocloster bolteae (strain ATCC BAA-613 / DSM 15670 / CCUG 46953 / JCM 12243 / WAL 16351) (Clostridium bolteae)-A8RLG2	-1.380093142355	-4.16503	1.05736	light	FAvFT	targetted
Pseudobutyrivibrio ruminis DSM 9787-A0A285S8J3	-1.349442772381	-4.13145	0.782786	light	FAvFT	targetted
Staphylococcus_xylosus	-1.34870974865	-10.9043	6.73784	dark	NAvFA	untargetted
UBA7477_sp001940995	-1.3163148931965	-10.3645	7.9717	dark	FAvFT	untargetted
Enterocloster bolteae-A0A414AWQ7	-1.31378460508	-3.86542	1.00509	light	FAvFT	targetted
Enterocloster bolteae-A0A412Z9I5	-1.31378460508	-3.86542	1.00509	light	FAvFT	targetted
Pseudobutyrivibrio ruminis-A0A1H7H8C5	-1.306152003228	-3.68302	1.14558	dark	FAvFT	targetted
Lactococcus lactis subsp. lactis bv. diacetylactis-A0A5D4GBL5	-1.2912226986	-4.19195	1.06109	light	FAvFT	targetted
Lachnospira eligens-A0A415PAJ0	-1.281229856534	-3.645	0.994091	light	FAvFT	targetted
Staphylococcus edaphicus-A0A2C6VE52	-1.276640340565	-4.2971	1.71525	light	FAvFT	targetted
Bifidobacterium_globosum	-1.275013856535	-9.71495	8.44545	light	NAvFA	untargetted
Nonomuraea wenchangensis-A0A1I0L736	-1.235064170263	-2.49011	0.209809	dark	FAvFT	targetted
Eisenbergiella massiliensis-A0A3E3IBU0	-1.2329284917	-2.45362	-0.0333941	light	FAvFT	targetted
Eisenbergiella tayi-A0A1E3UP10	-1.2111698745395	-2.83516	0.355419	light	FAvFT	targetted
Subdoligranulum variabile-A0A2V2F486	-1.203274601136	-2.23246	-0.181229	light	FAvFT	targetted
Coprobacter_fastidiosus	-1.1630661781235	-9.77565	6.9612	light	FAvFT	untargetted
Listeria_aquatica	-1.1630661781235	-9.77565	6.9612	light	FAvFT	untargetted
Adlercreutzia_mucosicola	-1.1630661781235	-9.77565	6.9612	light	FAvFT	untargetted
Mariniphaga anaerophila-A0A831PPV1	-1.15756366777	-4.01386	1.25704	light	FAvFT	targetted
Butyrivibrio sp. CAG:318-R6QY42	-1.157180702836	-2.74969	0.151921	light	FAvFT	targetted
Treponema bryantii-A0A1H9GIX4	-1.135624827109	-2.689	0.330641	light	FAvFT	targetted
14-2_sp000403255	-1.096382731435	-3.13144	0.739327	light	FAvFT	untargetted
Pusillibacter faecalis-A0A810QG66	-1.081926790715	-2.21969	0.0469905	light	FAvFT	targetted
Clostridium_Q_sp009911305	-1.081890611235	-3.81222	1.62392	dark	FAvFT	untargetted
Alginatibacterium_sediminis	-1.07137831542	-9.8259	7.38893	light	FAvFT	untargetted
UMGS872_sp900546275	-1.07137831542	-9.8259	7.38893	light	FAvFT	untargetted
CAG-56_sp004793585	-1.06898838665	-9.85449	8.33776	light	FAvFT	untargetted
Bifidobacterium_globosum	-1.06509736376	-9.54365	7.53088	light	FAvFT	untargetted
Eisenbergiella tayi-A0A1E3ADP5	-1.0641515921665	-2.46691	0.0857203	light	FAvFT	targetted
Enterocloster aldenensis-A0A413WHK1	-1.0621865919735	-3.52736	1.56013	light	FAvFT	targetted
